work_order_id,asset_id,site_code,region,work_order_date,maintenance_type,failure_category,failure_subcategory,priority_level,technician_id,vendor_name,labor_hours,downtime_hours,parts_cost_usd,labor_cost_usd,repair_cost_usd,response_time_hours,resolution_time_hours,status,sla_breach_flag,repeat_failure_flag,year_month
WO0005723,AST00396,SJC01,AMER-West,2025-03-05,Corrective,Routine Wear,Alignment,P2,TECH0039,Vertiv Services,20.3,13.32,4509,3329,8179,1.14,24.03,Completed,1,0,2025-03
WO0001802,AST00127,NYC01,AMER-East,2025-03-05,Corrective,Capacitor,Capacitor aging,P2,TECH0013,EcoCool,15.2,13.3,5467,1991,7718,3.64,19.11,Closed,1,0,2025-03
WO0004655,AST00327,DAL01,AMER-Central,2025-03-05,Preventive,Routine Wear,Alignment,P3,TECH0003,FacilityPro,3.6,2.71,636,417,1289,9.82,14.44,Completed,0,0,2025-03
WO0004345,AST00312,TOR01,AMER-Central,2025-03-05,Corrective,Routine Wear,Inspection finding,P2,TECH0041,DataVolt,13.0,1.84,2361,1729,4351,1.32,16.81,Completed,0,0,2025-03
WO0005786,AST00400,ASH01,AMER-East,2025-03-05,Corrective,Capacitor,Capacitor aging,P3,TECH0046,ABB Services,18.2,4.13,3928,2984,7082,2.72,21.67,Completed,0,0,2025-03
WO0002226,AST00157,ASH01,AMER-East,2025-03-05,Preventive,Routine Wear,Seal wear,P3,TECH0061,ABB Services,10.4,1.82,474,1237,1958,8.74,20.33,Completed,0,0,2025-03
WO0000040,AST00003,CHI01,AMER-East,2025-03-05,Preventive,Compressor,Start failure,P2,TECH0045,EcoCool,5.6,2.1,655,694,1580,8.01,14.28,Completed,0,0,2025-03
WO0000107,AST00006,ASH01,AMER-East,2025-03-05,Corrective,Controller,Settings drift,P2,TECH0039,FacilityPro,15.8,0.6,3915,1911,6085,3.06,19.54,Completed,0,1,2025-03
WO0006999,AST00483,TOR01,AMER-Central,2025-03-05,Preventive,Cable,Connection looseness,P3,TECH0051,Schneider Services,5.0,2.13,646,500,1238,6.53,12.46,Closed,0,0,2025-03
WO0003051,AST00216,ASH01,AMER-East,2025-03-05,Corrective,Capacitor,Capacitor aging,P3,TECH0041,Vertiv Services,6.8,7.09,2373,673,3132,2.65,9.78,Completed,1,0,2025-03
WO0002029,AST00142,ASH01,AMER-East,2025-03-06,Corrective,Valve,Actuator fault,P4,TECH0061,Schneider Services,7.0,6.37,3788,812,4774,1.6,9.97,Completed,1,0,2025-03
WO0001021,AST00074,SJC01,AMER-West,2025-03-06,Preventive,Routine Wear,Inspection finding,P2,TECH0099,FacilityPro,1.5,1.78,961,139,1312,8.65,11.95,Completed,0,0,2025-03
WO0007267,AST00503,DAL01,AMER-Central,2025-03-06,Corrective,Sensor,Pressure sensor,P2,TECH0025,DataVolt,18.9,8.41,1975,2664,4833,3.66,24.45,Completed,1,0,2025-03
WO0006226,AST00427,TOR01,AMER-Central,2025-03-06,Preventive,Firmware,Communication timeout,P4,TECH0023,FacilityPro,5.2,2.01,982,603,1977,7.19,12.98,Completed,0,0,2025-03
WO0005781,AST00399,PHX01,AMER-West,2025-03-06,Corrective,Routine Wear,Inspection finding,P3,TECH0076,FacilityPro,2.0,5.65,4156,212,4413,1.33,5.46,Completed,1,1,2025-03
WO0001171,AST00086,ATL01,AMER-East,2025-03-06,Corrective,Fan Motor,Motor overheating,P3,TECH0067,FacilityPro,14.8,7.3,5504,2338,8026,0.2,13.69,Closed,1,0,2025-03
WO0000376,AST00027,DEN01,AMER-Central,2025-03-06,Preventive,Routine Wear,Inspection finding,P3,TECH0100,FacilityPro,5.0,0.92,613,485,1417,6.34,13.74,Completed,0,0,2025-03
WO0000263,AST00018,SEA01,AMER-West,2025-03-06,Corrective,Battery,Cell degradation,P3,TECH0088,FacilityPro,11.8,5.0,4923,1687,6976,1.37,14.07,Completed,0,0,2025-03
WO0002464,AST00175,DEN01,AMER-Central,2025-03-06,Preventive,Cable,Overheating,P2,TECH0093,Schneider Services,12.4,3.22,1145,1054,2370,8.82,23.04,Completed,0,0,2025-03
WO0001634,AST00117,NYC01,AMER-East,2025-03-06,Corrective,Capacitor,Capacitor aging,P4,TECH0027,ABB Services,14.1,9.7,5239,1536,7159,2.0,15.46,Closed,1,1,2025-03
WO0000196,AST00012,TOR01,AMER-Central,2025-03-06,Corrective,Sensor,Pressure sensor,P2,TECH0106,ABB Services,15.6,11.17,4646,1872,6680,0.49,16.88,Completed,1,1,2025-03
WO0001081,AST00079,SJC01,AMER-West,2025-03-06,Corrective,Battery,Cell degradation,P2,TECH0097,PowerGrid Mechanical,12.6,7.76,2467,1449,4024,0.41,14.1,Completed,1,1,2025-03
WO0005152,AST00361,CHI01,AMER-East,2025-03-06,Corrective,Routine Wear,Alignment,P3,TECH0013,Schneider Services,2.0,7.07,6236,260,6555,2.11,5.83,Completed,1,0,2025-03
WO0002889,AST00202,SJC01,AMER-West,2025-03-06,Preventive,Breaker,Connection heat,P1,TECH0056,Schneider Services,3.1,2.28,874,285,1425,9.01,13.11,Closed,0,0,2025-03
WO0001488,AST00107,NYC01,AMER-East,2025-03-06,Preventive,Cooling Loop,Heat exchanger,P4,TECH0030,PowerGrid Mechanical,9.2,0.43,635,1205,2095,9.44,21.04,Completed,0,0,2025-03
WO0003763,AST00271,DAL01,AMER-Central,2025-03-06,Corrective,Compressor,Bearing wear,P2,TECH0104,Vertiv Services,13.7,10.27,3900,1781,5885,2.25,16.21,Completed,1,0,2025-03
WO0007699,AST00536,MIA01,AMER-Central,2025-03-07,Corrective,Capacitor,Capacitor aging,P2,TECH0009,DataVolt,12.6,9.6,6357,1738,8323,1.13,15.2,Closed,1,0,2025-03
WO0000593,AST00045,NYC01,AMER-East,2025-03-07,Corrective,Routine Wear,Seal wear,P2,TECH0080,FacilityPro,10.6,7.01,2581,1706,4607,0.37,14.06,Closed,1,0,2025-03
WO0001684,AST00120,TOR01,AMER-Central,2025-03-07,Preventive,Rectifier,Rectifier module,P4,TECH0008,FacilityPro,5.2,1.65,916,566,1748,8.46,13.4,Closed,0,0,2025-03
WO0006643,AST00458,DAL01,AMER-Central,2025-03-07,Preventive,Controller,Control board,P2,TECH0061,EcoCool,7.6,2.96,840,1026,2079,10.68,20.66,In Review,0,0,2025-03
WO0006026,AST00414,NYC01,AMER-East,2025-03-07,Corrective,Firmware,Communication timeout,P2,TECH0064,DataVolt,14.4,4.53,2981,2044,5122,1.87,17.99,Completed,0,0,2025-03
WO0000609,AST00046,LAX01,AMER-West,2025-03-07,Corrective,Valve,Actuator fault,P3,TECH0114,ABB Services,13.6,5.85,3252,1958,5362,1.26,16.22,Completed,1,0,2025-03
WO0000312,AST00020,DAL01,AMER-Central,2025-03-07,Corrective,Firmware,Communication timeout,P2,TECH0006,DataVolt,9.9,4.87,3720,1227,5285,1.11,12.01,Completed,0,0,2025-03
WO0001123,AST00083,SJC01,AMER-West,2025-03-07,Preventive,Compressor,Start failure,P2,TECH0091,FacilityPro,7.4,2.17,178,651,879,8.88,18.56,Completed,0,0,2025-03
WO0002104,AST00149,SJC01,AMER-West,2025-03-07,Corrective,Routine Wear,Inspection finding,P2,TECH0081,EcoCool,12.3,10.09,3377,1869,5380,0.74,13.45,Completed,1,1,2025-03
WO0003901,AST00279,SEA01,AMER-West,2025-03-07,Corrective,Breaker,Breaker wear,P3,TECH0027,DataVolt,2.0,12.0,794,250,1440,2.55,5.9,Closed,1,0,2025-03
WO0006724,AST00464,ATL01,AMER-East,2025-03-07,Corrective,Fan Motor,VFD issue,P2,TECH0079,CBRE Ops,3.6,4.9,2488,550,3201,2.15,7.34,Completed,0,1,2025-03
WO0003192,AST00224,SEA01,AMER-West,2025-03-07,Corrective,Valve,Valve blockage,P3,TECH0086,FacilityPro,20.6,6.15,5232,2369,7753,0.2,21.31,Closed,1,1,2025-03
WO0006416,AST00438,CHI01,AMER-East,2025-03-07,Corrective,Firmware,Sensor mapping,P2,TECH0029,EcoCool,17.8,10.08,6671,1833,8767,1.12,20.52,Completed,1,0,2025-03
WO0006952,AST00480,DAL01,AMER-Central,2025-03-07,Corrective,Transformer,Tap changer,P2,TECH0108,PowerGrid Mechanical,15.1,2.57,2872,2189,5398,2.17,19.31,Closed,0,1,2025-03
WO0002530,AST00179,SEA01,AMER-West,2025-03-07,Corrective,Valve,Valve blockage,P3,TECH0052,FacilityPro,25.4,5.74,3369,2971,6519,1.79,27.14,Completed,1,1,2025-03
WO0000561,AST00043,MIA01,AMER-Central,2025-03-07,Preventive,Compressor,Start failure,P3,TECH0104,EcoCool,4.5,2.47,728,540,1330,8.33,11.7,Completed,0,0,2025-03
WO0000576,AST00043,MIA01,AMER-Central,2025-03-07,Corrective,Valve,Actuator fault,P3,TECH0084,DataVolt,6.0,14.46,2263,774,3089,1.31,10.99,Completed,1,0,2025-03
WO0006886,AST00475,SEA01,AMER-West,2025-03-07,Preventive,Battery,Battery connector,P3,TECH0045,DataVolt,6.1,0.62,865,573,1686,8.68,15.25,Closed,0,0,2025-03
WO0000528,AST00041,PHX01,AMER-West,2025-03-07,Corrective,Valve,Valve blockage,P3,TECH0080,Schneider Services,10.8,9.88,4564,1393,6015,0.2,10.49,Completed,1,0,2025-03
WO0005873,AST00404,ATL01,AMER-East,2025-03-07,Corrective,Transformer,Tap changer,P4,TECH0039,CBRE Ops,22.3,1.88,3192,2899,6483,0.42,25.91,Completed,0,0,2025-03
WO0005175,AST00362,DAL01,AMER-Central,2025-03-07,Preventive,Routine Wear,Alignment,P4,TECH0037,EcoCool,1.5,2.28,405,141,617,7.73,10.99,Completed,0,0,2025-03
WO0001816,AST00128,PHX01,AMER-West,2025-03-07,Corrective,Sensor,Flow sensor,P4,TECH0037,Schneider Services,12.3,5.29,1840,1439,3508,3.54,16.05,Completed,0,0,2025-03
WO0000732,AST00054,NYC01,AMER-East,2025-03-07,Preventive,Compressor,Bearing wear,P3,TECH0007,CBRE Ops,8.2,1.52,776,828,1665,8.76,18.88,Completed,0,0,2025-03
WO0006189,AST00424,MIA01,AMER-Central,2025-03-08,Corrective,Sensor,Pressure sensor,P3,TECH0119,Schneider Services,7.3,5.63,5216,722,6065,0.42,7.93,Completed,1,0,2025-03
WO0001387,AST00101,SJC01,AMER-West,2025-03-08,Corrective,Sensor,Temperature sensor,P1,TECH0111,Vertiv Services,14.7,3.97,1549,1514,3217,1.74,16.73,Completed,0,0,2025-03
WO0000941,AST00068,TOR01,AMER-Central,2025-03-08,Preventive,Fuel System,Fuel leak,P3,TECH0113,Vertiv Services,5.4,1.12,621,680,1551,7.89,12.98,Completed,0,0,2025-03
WO0001861,AST00132,LAX01,AMER-West,2025-03-08,Preventive,Valve,Valve blockage,P3,TECH0095,ABB Services,7.1,2.74,772,752,1717,7.85,17.76,Completed,0,0,2025-03
WO0002648,AST00187,TOR01,AMER-Central,2025-03-08,Corrective,Fuel System,Fuel leak,P2,TECH0099,DataVolt,18.0,6.51,4819,2358,7392,2.65,21.71,Completed,1,0,2025-03
WO0005110,AST00360,ASH01,AMER-East,2025-03-08,Corrective,Sensor,Flow sensor,P3,TECH0040,CBRE Ops,8.8,6.33,5860,1188,7284,1.02,11.46,Completed,1,1,2025-03
WO0006970,AST00481,SEA01,AMER-West,2025-03-08,Preventive,Fuel System,Fuel leak,P4,TECH0113,FacilityPro,4.5,2.51,819,481,1478,8.5,12.82,Completed,0,0,2025-03
WO0002127,AST00151,NYC01,AMER-East,2025-03-08,Corrective,Fan Motor,VFD issue,P2,TECH0095,Schneider Services,8.9,4.72,3159,1317,4779,0.98,11.16,Completed,0,1,2025-03
WO0002135,AST00152,SJC01,AMER-West,2025-03-08,Corrective,Cooling Loop,Heat exchanger,P3,TECH0104,PowerGrid Mechanical,22.9,3.86,2459,3160,5884,1.39,25.77,Completed,0,0,2025-03
WO0004510,AST00321,CHI01,AMER-East,2025-03-08,Preventive,Sensor,Temperature sensor,P4,TECH0113,Schneider Services,6.8,1.31,653,945,1902,9.67,18.27,Completed,0,0,2025-03
WO0007399,AST00512,CHI01,AMER-East,2025-03-08,Corrective,Fuel System,Fuel pump,P2,TECH0120,FacilityPro,10.5,7.63,5259,1186,6760,0.65,13.95,Completed,1,1,2025-03
WO0000566,AST00043,MIA01,AMER-Central,2025-03-08,Corrective,Sensor,Flow sensor,P4,TECH0073,FacilityPro,2.0,9.94,2576,256,3173,3.81,5.86,Completed,1,0,2025-03
WO0007538,AST00521,ASH01,AMER-East,2025-03-08,Preventive,Routine Wear,Alignment,P4,TECH0067,Schneider Services,8.9,0.87,862,916,1978,8.87,18.19,Completed,0,0,2025-03
WO0000254,AST00017,SJC01,AMER-West,2025-03-08,Corrective,Breaker,Connection heat,P4,TECH0114,Vertiv Services,11.2,10.13,3258,1187,4708,0.2,13.1,Completed,1,1,2025-03
WO0005685,AST00394,TOR01,AMER-Central,2025-03-08,Preventive,Fan Motor,Bearing wear,P3,TECH0094,DataVolt,6.9,3.21,885,614,1576,10.88,18.68,Closed,0,0,2025-03
WO0005404,AST00378,TOR01,AMER-Central,2025-03-08,Corrective,Fuel System,Fuel leak,P3,TECH0047,DataVolt,12.0,4.48,2634,1944,4746,1.82,16.74,Completed,0,0,2025-03
WO0004290,AST00305,TOR01,AMER-Central,2025-03-08,Corrective,Compressor,Compressor vibration,P3,TECH0062,ABB Services,11.9,7.98,5209,1558,7123,1.74,14.78,Completed,1,0,2025-03
WO0000916,AST00066,ATL01,AMER-East,2025-03-08,Corrective,Battery,Battery bank,P2,TECH0089,ABB Services,14.1,2.21,5785,1410,7295,0.2,14.43,Closed,0,0,2025-03
WO0005246,AST00368,LAX01,AMER-West,2025-03-08,Preventive,Transformer,Insulation aging,P3,TECH0059,Schneider Services,5.3,0.3,711,630,1568,8.48,13.1,Completed,0,0,2025-03
WO0001615,AST00114,DAL01,AMER-Central,2025-03-09,Corrective,Routine Wear,Seal wear,P3,TECH0006,CBRE Ops,23.5,6.97,3443,3595,7223,1.3,28.48,Completed,1,0,2025-03
WO0005655,AST00392,DAL01,AMER-Central,2025-03-09,Preventive,Sensor,Flow sensor,P3,TECH0024,EcoCool,5.8,0.57,785,556,1595,8.62,15.9,Completed,0,0,2025-03
WO0003249,AST00228,DEN01,AMER-Central,2025-03-09,Preventive,Routine Wear,Alignment,P4,TECH0024,PowerGrid Mechanical,6.4,2.36,841,768,1682,9.88,18.45,Completed,0,0,2025-03
WO0001606,AST00113,SJC01,AMER-West,2025-03-09,Corrective,Fan Motor,Motor overheating,P3,TECH0103,FacilityPro,10.7,8.48,2978,1059,4287,1.56,14.06,Completed,1,0,2025-03
WO0002932,AST00206,ATL01,AMER-East,2025-03-09,Corrective,Routine Wear,Seal wear,P1,TECH0004,ABB Services,19.4,7.52,2972,3181,6294,0.2,20.95,Completed,1,0,2025-03
WO0006740,AST00465,ASH01,AMER-East,2025-03-09,Preventive,Routine Wear,Seal wear,P4,TECH0054,DataVolt,8.6,0.42,739,1083,2007,9.96,20.12,Completed,0,0,2025-03
WO0004238,AST00304,DAL01,AMER-Central,2025-03-09,Preventive,Routine Wear,Inspection finding,P3,TECH0023,ABB Services,6.8,0.3,687,850,1661,8.5,16.15,In Review,0,0,2025-03
WO0002589,AST00183,SEA01,AMER-West,2025-03-09,Corrective,Cooling Loop,Coolant leak,P4,TECH0001,DataVolt,21.2,0.6,3542,2544,6198,0.55,25.29,Completed,0,0,2025-03
WO0004377,AST00314,SEA01,AMER-West,2025-03-09,Corrective,Valve,Valve leak,P2,TECH0070,FacilityPro,21.9,2.95,4224,3153,7483,2.82,24.02,Completed,0,0,2025-03
WO0002279,AST00160,ATL01,AMER-East,2025-03-09,Preventive,Compressor,Bearing wear,P3,TECH0017,EcoCool,5.3,3.06,426,588,1115,10.69,15.75,Completed,0,0,2025-03
WO0000881,AST00064,ATL01,AMER-East,2025-03-09,Preventive,Cable,Overheating,P4,TECH0048,FacilityPro,9.2,0.95,975,919,1948,8.39,18.81,Closed,0,0,2025-03
WO0007241,AST00501,ATL01,AMER-East,2025-03-09,Corrective,Fan Motor,VFD issue,P2,TECH0036,DataVolt,22.0,10.14,2877,3036,6004,0.22,24.25,Completed,1,1,2025-03
WO0007558,AST00523,NYC01,AMER-East,2025-03-09,Corrective,Sensor,Flow sensor,P3,TECH0114,DataVolt,12.3,11.63,3454,1377,4951,0.2,11.73,Closed,1,1,2025-03
WO0001109,AST00082,SEA01,AMER-West,2025-03-09,Corrective,Sensor,Temperature sensor,P1,TECH0089,DataVolt,13.9,1.98,2933,1751,4932,0.2,17.26,Completed,0,0,2025-03
WO0007555,AST00523,NYC01,AMER-East,2025-03-09,Corrective,Routine Wear,Seal wear,P4,TECH0053,PowerGrid Mechanical,20.5,7.63,2288,2849,5458,1.13,20.9,Completed,1,1,2025-03
WO0002246,AST00158,DAL01,AMER-Central,2025-03-09,Corrective,Routine Wear,Alignment,P3,TECH0090,Vertiv Services,12.9,4.38,4065,1586,5720,0.35,14.27,Completed,0,1,2025-03
WO0005373,AST00377,CHI01,AMER-East,2025-03-09,Corrective,Routine Wear,Inspection finding,P2,TECH0080,CBRE Ops,16.6,12.4,2992,2705,5833,1.58,18.37,Completed,1,1,2025-03
WO0003796,AST00273,SJC01,AMER-West,2025-03-10,Preventive,Sensor,Flow sensor,P2,TECH0038,DataVolt,6.2,1.6,415,824,1344,8.38,15.2,Closed,0,0,2025-03
WO0000244,AST00015,ASH01,AMER-East,2025-03-10,Corrective,Routine Wear,Inspection finding,P3,TECH0100,Schneider Services,10.3,3.66,899,1040,2268,0.2,12.42,Completed,0,0,2025-03
WO0000833,AST00061,MIA01,AMER-Central,2025-03-10,Corrective,Battery,Battery connector,P2,TECH0038,PowerGrid Mechanical,15.1,3.62,1794,1585,3487,0.59,17.23,Completed,0,0,2025-03
WO0003397,AST00240,NYC01,AMER-East,2025-03-10,Corrective,Routine Wear,Seal wear,P4,TECH0047,EcoCool,19.1,7.24,3800,2253,6445,3.04,23.53,Completed,1,0,2025-03
WO0005058,AST00357,DAL01,AMER-Central,2025-03-10,Corrective,Fan Motor,Motor overheating,P2,TECH0047,Schneider Services,19.4,0.6,1901,2890,5171,0.2,20.42,Completed,0,0,2025-03
WO0000861,AST00062,DAL01,AMER-Central,2025-03-10,Corrective,Cooling Loop,Coolant leak,P3,TECH0005,DataVolt,18.3,8.83,4611,2470,7152,2.72,23.17,Completed,1,0,2025-03
WO0003991,AST00289,LAX01,AMER-West,2025-03-10,Preventive,Sensor,Temperature sensor,P4,TECH0028,DataVolt,9.1,2.9,564,791,1421,9.36,20.88,Closed,0,0,2025-03
WO0006167,AST00424,MIA01,AMER-Central,2025-03-10,Preventive,Valve,Valve leak,P2,TECH0057,PowerGrid Mechanical,9.4,2.26,299,921,1523,8.55,18.31,Closed,0,0,2025-03
WO0007501,AST00519,PHX01,AMER-West,2025-03-10,Preventive,Valve,Actuator fault,P4,TECH0089,FacilityPro,1.5,2.24,1127,150,1363,9.8,12.8,Completed,0,0,2025-03
WO0005508,AST00385,TOR01,AMER-Central,2025-03-10,Corrective,Compressor,Start failure,P2,TECH0023,Vertiv Services,9.9,9.05,3488,1277,4978,0.2,9.87,Completed,1,1,2025-03
WO0001358,AST00098,ASH01,AMER-East,2025-03-10,Preventive,Sensor,Pressure sensor,P3,TECH0005,FacilityPro,8.1,2.39,232,1093,1413,6.56,17.08,Completed,0,0,2025-03
WO0004945,AST00349,SJC01,AMER-West,2025-03-10,Corrective,Routine Wear,Alignment,P3,TECH0046,FacilityPro,2.0,4.48,3488,190,3981,0.48,3.47,Completed,0,0,2025-03
WO0003882,AST00278,ASH01,AMER-East,2025-03-10,Corrective,Cable,Connection looseness,P2,TECH0041,EcoCool,25.2,5.45,3847,2494,6526,0.96,27.56,Closed,0,0,2025-03
WO0005393,AST00378,TOR01,AMER-Central,2025-03-10,Preventive,Controller,PLC fault,P3,TECH0024,Schneider Services,9.5,1.5,707,1254,2079,8.81,18.22,Completed,0,0,2025-03
WO0006611,AST00455,ATL01,AMER-East,2025-03-11,Corrective,Capacitor,Capacitor aging,P1,TECH0034,EcoCool,10.5,7.74,3695,1711,5604,0.25,13.36,Completed,1,0,2025-03
WO0005694,AST00394,TOR01,AMER-Central,2025-03-11,Corrective,Routine Wear,Alignment,P3,TECH0030,ABB Services,21.4,9.97,4627,2589,7543,1.54,26.25,Completed,1,0,2025-03
WO0007559,AST00523,NYC01,AMER-East,2025-03-11,Corrective,Routine Wear,Inspection finding,P2,TECH0111,ABB Services,12.3,6.84,3962,1525,5798,2.94,15.93,In Review,1,0,2025-03
WO0001952,AST00137,ATL01,AMER-East,2025-03-11,Corrective,Routine Wear,Seal wear,P3,TECH0016,Vertiv Services,9.6,2.45,5061,1574,6684,1.81,11.98,Closed,0,0,2025-03
WO0007059,AST00491,LAX01,AMER-West,2025-03-11,Corrective,Sensor,Temperature sensor,P1,TECH0087,CBRE Ops,10.7,8.95,5755,1669,7780,0.58,12.36,Completed,1,0,2025-03
WO0004131,AST00296,ATL01,AMER-East,2025-03-11,Corrective,Routine Wear,Seal wear,P3,TECH0026,FacilityPro,11.6,7.35,1582,1554,3213,4.36,18.18,Completed,1,1,2025-03
WO0007320,AST00506,TOR01,AMER-Central,2025-03-11,Corrective,Rectifier,Power board,P3,TECH0066,Vertiv Services,16.5,3.4,3683,1567,5574,1.94,18.21,Completed,0,0,2025-03
WO0004954,AST00350,DAL01,AMER-Central,2025-03-11,Corrective,Routine Wear,Seal wear,P2,TECH0045,Schneider Services,14.0,9.44,1512,1946,3658,2.79,17.24,Closed,1,0,2025-03
WO0007218,AST00500,TOR01,AMER-Central,2025-03-11,Preventive,Fuel System,Fuel leak,P1,TECH0032,ABB Services,6.7,2.16,677,730,1658,7.93,16.58,Closed,0,0,2025-03
WO0004413,AST00316,LAX01,AMER-West,2025-03-11,Corrective,Breaker,Connection heat,P3,TECH0115,DataVolt,15.7,2.18,1921,2480,4447,0.46,17.99,Completed,0,1,2025-03
WO0006136,AST00421,TOR01,AMER-Central,2025-03-11,Corrective,Battery,Battery connector,P2,TECH0064,CBRE Ops,19.0,5.21,3973,2926,7210,2.63,23.18,Completed,0,1,2025-03
WO0004909,AST00348,PHX01,AMER-West,2025-03-11,Corrective,Fan Motor,Motor overheating,P3,TECH0033,FacilityPro,19.3,9.06,3581,1852,5733,0.88,21.24,Completed,1,0,2025-03
WO0001280,AST00093,LAX01,AMER-West,2025-03-11,Preventive,Routine Wear,Alignment,P1,TECH0093,PowerGrid Mechanical,2.7,1.04,144,310,802,7.49,11.15,Closed,0,0,2025-03
WO0000805,AST00059,PHX01,AMER-West,2025-03-11,Preventive,Capacitor,Thermal stress,P2,TECH0031,PowerGrid Mechanical,3.4,1.4,295,350,712,7.04,13.83,Closed,0,0,2025-03
WO0002849,AST00199,DAL01,AMER-Central,2025-03-11,Corrective,Capacitor,Thermal stress,P3,TECH0061,EcoCool,12.6,7.31,3694,1940,5752,2.4,15.31,Completed,1,0,2025-03
WO0000138,AST00008,MIA01,AMER-Central,2025-03-12,Preventive,Rectifier,Voltage imbalance,P3,TECH0017,DataVolt,6.2,2.52,767,688,1581,8.02,15.72,Completed,0,0,2025-03
WO0003157,AST00223,DEN01,AMER-Central,2025-03-12,Preventive,Routine Wear,Alignment,P3,TECH0037,FacilityPro,4.4,2.15,763,563,1520,11.25,16.68,Completed,0,0,2025-03
WO0003076,AST00218,DAL01,AMER-Central,2025-03-12,Preventive,Valve,Valve blockage,P3,TECH0090,EcoCool,8.4,0.82,457,739,1479,7.49,16.95,Completed,0,0,2025-03
WO0000770,AST00057,LAX01,AMER-West,2025-03-12,Preventive,Cable,Connection looseness,P2,TECH0090,EcoCool,3.0,2.22,476,303,984,8.5,12.49,Completed,0,0,2025-03
WO0000718,AST00054,NYC01,AMER-East,2025-03-12,Corrective,Routine Wear,Inspection finding,P3,TECH0043,PowerGrid Mechanical,10.8,4.42,5543,1760,7692,0.2,13.85,Closed,0,1,2025-03
WO0006565,AST00449,LAX01,AMER-West,2025-03-12,Corrective,Fuel System,Fuel leak,P3,TECH0078,ABB Services,15.8,3.15,5244,2180,7698,0.2,19.87,Completed,0,0,2025-03
WO0007496,AST00518,ASH01,AMER-East,2025-03-12,Corrective,Breaker,Connection heat,P4,TECH0053,PowerGrid Mechanical,11.7,8.1,2471,1778,4454,0.2,13.93,Completed,1,1,2025-03
WO0006573,AST00450,LAX01,AMER-West,2025-03-12,Corrective,Breaker,Trip event,P3,TECH0042,PowerGrid Mechanical,15.3,5.48,2377,1790,4237,2.16,19.55,Completed,0,0,2025-03
WO0004930,AST00349,SJC01,AMER-West,2025-03-12,Corrective,Valve,Actuator fault,P2,TECH0035,Schneider Services,23.9,10.63,5706,2366,8239,1.9,26.47,Completed,1,0,2025-03
WO0006195,AST00424,MIA01,AMER-Central,2025-03-12,Corrective,Cooling Loop,Heat exchanger,P3,TECH0037,CBRE Ops,13.4,2.43,5273,2036,7673,1.03,15.07,Completed,0,0,2025-03
WO0003625,AST00259,SEA01,AMER-West,2025-03-13,Preventive,Valve,Actuator fault,P3,TECH0074,Vertiv Services,4.5,1.34,1023,477,1815,9.12,16.3,Completed,0,0,2025-03
WO0004198,AST00301,DEN01,AMER-Central,2025-03-13,Corrective,Capacitor,Thermal stress,P1,TECH0012,ABB Services,11.2,8.5,6825,1120,8040,0.2,14.47,Completed,1,0,2025-03
WO0005643,AST00391,DAL01,AMER-Central,2025-03-13,Corrective,Valve,Valve blockage,P4,TECH0108,Vertiv Services,26.5,7.2,4985,3524,8774,0.2,28.22,Completed,1,0,2025-03
WO0001020,AST00074,SJC01,AMER-West,2025-03-13,Preventive,Compressor,Bearing wear,P4,TECH0038,CBRE Ops,5.1,2.53,247,494,781,6.08,13.83,Completed,0,0,2025-03
WO0000788,AST00058,NYC01,AMER-East,2025-03-13,Corrective,Sensor,Flow sensor,P3,TECH0011,CBRE Ops,14.3,6.7,2190,2316,4811,0.43,17.57,Completed,1,0,2025-03
WO0001942,AST00136,TOR01,AMER-Central,2025-03-13,Corrective,Sensor,Pressure sensor,P2,TECH0062,FacilityPro,8.2,6.6,4529,803,5583,2.59,11.15,Completed,1,0,2025-03
WO0001533,AST00110,LAX01,AMER-West,2025-03-13,Corrective,Sensor,Pressure sensor,P3,TECH0096,Schneider Services,24.7,9.7,5252,4026,9655,0.34,26.11,Completed,1,0,2025-03
WO0004372,AST00314,SEA01,AMER-West,2025-03-13,Preventive,Routine Wear,Seal wear,P2,TECH0115,Schneider Services,3.5,1.17,444,479,997,9.29,13.81,Completed,0,0,2025-03
WO0006543,AST00447,SJC01,AMER-West,2025-03-13,Preventive,Battery,Cell degradation,P3,TECH0053,EcoCool,5.7,1.48,456,495,1041,8.14,15.8,Completed,0,0,2025-03
WO0003448,AST00243,ASH01,AMER-East,2025-03-13,Corrective,Cable,Connection looseness,P3,TECH0111,PowerGrid Mechanical,12.7,9.01,3845,1308,5293,0.48,14.27,Completed,1,1,2025-03
WO0000539,AST00042,DAL01,AMER-Central,2025-03-13,Preventive,Fuel System,Fuel leak,P3,TECH0074,Vertiv Services,6.4,1.61,294,800,1393,8.14,14.61,Closed,0,0,2025-03
WO0004928,AST00349,SJC01,AMER-West,2025-03-13,Corrective,Compressor,Compressor vibration,P3,TECH0016,CBRE Ops,29.2,5.76,6377,3007,9570,1.75,31.28,Completed,1,1,2025-03
WO0004497,AST00321,CHI01,AMER-East,2025-03-13,Corrective,Valve,Actuator fault,P2,TECH0099,PowerGrid Mechanical,31.5,10.16,2538,3622,6418,2.85,36.24,Closed,1,1,2025-03
WO0005972,AST00410,LAX01,AMER-West,2025-03-13,Corrective,Firmware,Sensor mapping,P4,TECH0035,FacilityPro,18.5,9.72,6668,1868,8760,0.88,21.22,Completed,1,0,2025-03
